First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Melanie,Kirk,Buy,53,UTEP Wind Symphony 9,2,Bronze
Mark,Gonzalez,Buy,50,UTEP Wind Symphony 6,2,VIP
Beth,Sharp,Buy,46,UTEP Wind Symphony 2,2,Silver
Amber,Conley,Buy,53,UTEP Wind Symphony 9,5,General Admission
Lauren,Hall,Buy,3,UTEP Football 3,5,Silver
Dannell,MunozSilva,Buy,51,UTEP Wind Symphony 7,4,General Admission
Timothy,Johnson,Buy,22,UTEP Basketball 9,5,Bronze
Norman,Freeman,Buy,60,Ariana Grande Live,6,Silver
Michelle,Pruitt,Buy,57,Taylor Swift Live,4,Silver
Beast,Disney,Buy,15,UTEP Basketball 2,6,VIP
Ricky,Gardner,Buy,22,UTEP Basketball 9,4,Gold
Ryan,Sullivan,Buy,49,UTEP Wind Symphony 5,5,Silver
Cynthia,Ellis,Buy,16,UTEP Basketball 3,4,Silver
Christopher,Underwood,Buy,24,UTEP Basketball 11,2,Bronze
Donna,Travis,Buy,25,UTEP Basketball 12,3,Gold
Michael,Cowan,Buy,6,UTEP Football 6,6,Bronze
Rita,Owens,Buy,43,UTEP Basketball 30,2,General Admission
Laura,Williams,Buy,4,UTEP Football 4,3,General Admission
Jennifer,Bailey,Buy,29,UTEP Basketball 16,3,VIP
Susan,Alvarez,Buy,65,Warped Tour Day 1,3,General Admission
Cynthia,Powell,Buy,19,UTEP Basketball 6,3,VIP
Austin,Griffin,Buy,9,UTEP Football 9,4,Bronze
Brittney,Daniel,Buy,55,UTEP Wind Symphony 11,6,VIP
Saul,Gonzalez,Buy,55,UTEP Wind Symphony 11,5,Bronze
Shere,Khan,Buy,56,UTEP Wind Symphony 12,3,Gold
Mary,Lee,Buy,10,UTEP Football 10,6,General Admission
Melissa,Mcdonald,Buy,22,UTEP Basketball 9,2,Silver
Robert,Davis,Buy,22,UTEP Basketball 9,2,VIP
Michael,Morton,Buy,44,UTEP Basketball 31,2,Silver
Steven,Miller,Buy,42,UTEP Basketball 29,5,Silver
Ann,Miller,Buy,45,UTEP Wind Symphony 1,6,Gold
Travis,Ruiz,Buy,17,UTEP Basketball 4,6,General Admission
Joshua,Hickman,Buy,35,UTEP Basketball 22,5,General Admission
Mark,Richards,Buy,46,UTEP Wind Symphony 2,4,VIP
Douglas,Bryant,Buy,20,UTEP Basketball 7,5,Silver
Miranda,Walker,Buy,9,UTEP Football 9,2,VIP
Michael,Thomas,Buy,54,UTEP Wind Symphony 10,2,Silver
Dean,Smith,Buy,5,UTEP Football 5,5,Silver
Jason,Wolfe,Buy,16,UTEP Basketball 3,5,VIP
Samuel,Burton,Buy,53,UTEP Wind Symphony 9,2,Bronze
Barbara,Love,Buy,71,UTEP Commencement 3,3,VIP
Laura,Smith,Buy,68,UTEP Commencement 1,3,Bronze
Lisa,Gaines,Buy,56,UTEP Wind Symphony 12,5,VIP
Gaston,Disney,Buy,42,UTEP Basketball 29,2,General Admission
Chad,Green,Buy,24,UTEP Basketball 11,4,Gold
Brad,Patel,Buy,4,UTEP Football 4,2,Gold
Destiny,Ferguson,Buy,49,UTEP Wind Symphony 5,5,VIP
Melanie,Kirk,Buy,4,UTEP Football 4,2,Gold
Derrick,Grant,Buy,61,Justin Bieber Live,3,VIP
Douglas,Bryant,Buy,37,UTEP Basketball 24,4,Bronze
Justin,Martinez,Buy,3,UTEP Football 3,5,Silver
Kimberly,Harris,Buy,63,Lady Gaga Live,6,Silver
Heather,Robbins,Buy,55,UTEP Wind Symphony 11,3,Bronze
Benjamin,Ramirez,Buy,45,UTEP Wind Symphony 1,2,VIP
Kirsten,Robinson,Buy,47,UTEP Wind Symphony 3,4,Gold
Crystal,Hayes,Buy,36,UTEP Basketball 23,2,VIP
Carmen,Hays,Buy,30,UTEP Basketball 17,6,Gold
Brenda,Douglas,Buy,11,UTEP Football 11,4,Silver
David,Mills,Buy,67,Warped Tour Day 3,2,Gold
Hunter,Moore,Buy,9,UTEP Football 9,5,Silver
Dana,Williams,Buy,71,UTEP Commencement 3,2,VIP
Alicia,Moran,Buy,47,UTEP Wind Symphony 3,4,Bronze
Tami,Weaver,Buy,67,Warped Tour Day 3,3,Silver
Nathan,Coleman,Buy,34,UTEP Basketball 21,2,General Admission
Dana,Jones,Buy,16,UTEP Basketball 3,4,Silver
Gary,Smith,Buy,25,UTEP Basketball 12,2,Gold
Angel,Joseph,Buy,27,UTEP Basketball 14,2,VIP
Mark,Lozano,Buy,7,UTEP Football 7,4,General Admission
Ryan,Mcconnell,Buy,27,UTEP Basketball 14,5,General Admission
Debra,Blackwell,Buy,69,UTEP Commencement 2,4,VIP
Brian,Jensen,Buy,46,UTEP Wind Symphony 2,6,Bronze
Sandy,Blackwell,Buy,10,UTEP Football 10,2,Gold
Antonio,Brooks,Buy,26,UTEP Basketball 13,3,General Admission
Aladdin,Disney,Buy,65,Warped Tour Day 1,4,General Admission
Simba,King,Buy,34,UTEP Basketball 21,2,Bronze
Andre,Ramos,Buy,13,UTEP Football 13,2,VIP
Andrew,Norris,Buy,1,UTEP Football 1,6,General Admission
Isabella,Gaytan,Buy,63,Lady Gaga Live,5,Gold
Jerry,Smith,Buy,39,UTEP Basketball 26,3,Gold
Carol,Elliott,Buy,37,UTEP Basketball 24,3,General Admission
Rebecca,Fisher,Buy,22,UTEP Basketball 9,4,VIP
Lauren,Hall,Buy,35,UTEP Basketball 22,5,Silver
Derek,Lopez,Buy,11,UTEP Football 11,6,Bronze
Jonathan,Christian,Buy,1,UTEP Football 1,3,Silver
Douglas,Bryant,Buy,50,UTEP Wind Symphony 6,2,VIP
Kevin,Larson,Buy,5,UTEP Football 5,5,Gold
Emily,Brady,Buy,44,UTEP Basketball 31,5,General Admission
Ricardo,Rodriguez,Buy,19,UTEP Basketball 6,5,VIP
Steven,Owens,Buy,45,UTEP Wind Symphony 1,2,Gold
Megan,Noble,Buy,68,UTEP Commencement 1,6,Silver
Anna,Davis,Buy,13,UTEP Football 13,5,Gold
Jennifer,Mills,Buy,49,UTEP Wind Symphony 5,6,Silver
Woody,Disney,Buy,52,UTEP Wind Symphony 8,4,Silver
Michelle,DiazDeLeonJimenez,Buy,39,UTEP Basketball 26,3,Bronze
Amanda,Shepherd,Buy,52,UTEP Wind Symphony 8,6,Bronze
Michael,Muniz,Buy,26,UTEP Basketball 13,6,Silver
Erik,Case,Buy,37,UTEP Basketball 24,3,Bronze
Brooke,Padilla,Buy,10,UTEP Football 10,6,VIP
Hayden,Mcdaniel,Buy,50,UTEP Wind Symphony 6,2,General Admission
Miranda,Walker,Buy,71,UTEP Commencement 3,6,General Admission
Nicholas,Anderson,Buy,3,UTEP Football 3,6,Silver
Jose,Toriano,Buy,39,UTEP Basketball 26,2,Gold
Kayla,Mahoney,Buy,67,Warped Tour Day 3,4,Silver
Gary,Park,Buy,46,UTEP Wind Symphony 2,4,VIP
Andre,Avila,Buy,24,UTEP Basketball 11,3,General Admission
Christopher,Raymond,Buy,56,UTEP Wind Symphony 12,5,VIP
Jorge,Haley,Buy,18,UTEP Basketball 5,6,General Admission
Lilo,Disney,Buy,11,UTEP Football 11,6,Bronze
Luis,Solomon,Buy,62,The Weeknd Live,2,General Admission
Richard,Torres,Buy,62,The Weeknd Live,4,Silver
Emily,Richardson,Buy,36,UTEP Basketball 23,3,Silver
Samantha,Thomas,Buy,52,UTEP Wind Symphony 8,4,VIP
April,Turner,Buy,24,UTEP Basketball 11,6,General Admission
Tara,Rodriguez,Buy,24,UTEP Basketball 11,5,VIP
Jessica,Moore,Buy,23,UTEP Basketball 10,2,General Admission
Matthew,Mason,Buy,41,UTEP Basketball 28,3,VIP
Jose,Toriano,Buy,66,Warped Tour Day 2,6,Bronze
Brandi,Gordon,Buy,57,Taylor Swift Live,2,Bronze
Gaston,Disney,Buy,24,UTEP Basketball 11,4,Gold
Alexis,Black,Buy,16,UTEP Basketball 3,5,Silver
Ryan,Brown,Buy,44,UTEP Basketball 31,6,Gold
Melissa,Mcdonald,Buy,61,Justin Bieber Live,5,General Admission
Brian,Hayes,Buy,68,UTEP Commencement 1,5,VIP
Haley,Moss,Buy,42,UTEP Basketball 29,2,General Admission
Chelsea,Gallagher,Buy,30,UTEP Basketball 17,5,Bronze
Brittney,Daniel,Buy,2,UTEP Football 2,5,General Admission
Bridget,Wagner,Buy,67,Warped Tour Day 3,3,Bronze
Joseph,Lewis,Buy,60,Ariana Grande Live,5,VIP
Vanessa,Carson,Buy,68,UTEP Commencement 1,4,Bronze
Christopher,Ortega,Buy,26,UTEP Basketball 13,4,Bronze
Stacey,Paul,Buy,44,UTEP Basketball 31,4,Silver
Robin,Wilson,Buy,47,UTEP Wind Symphony 3,6,Silver
Jason,Burke,Buy,24,UTEP Basketball 11,2,Bronze
Captaiin,Hook,Buy,60,Ariana Grande Live,3,General Admission
Gina,Swanson,Buy,40,UTEP Basketball 27,6,Silver
Sonia,Durham,Buy,9,UTEP Football 9,2,Silver
Terrence,Dixon,Buy,25,UTEP Basketball 12,4,Silver
Jeffrey,Weiss,Buy,64,Justin Timberlake Live,4,General Admission
Gaston,Disney,Buy,22,UTEP Basketball 9,6,General Admission
Kelly,Yu,Buy,26,UTEP Basketball 13,2,VIP
Hayden,Mcdaniel,Buy,69,UTEP Commencement 2,6,Silver
Jesus,TorresDominguez,Buy,5,UTEP Football 5,2,General Admission
Jennifer,Guzman,Buy,28,UTEP Basketball 15,2,Silver
Francisco,Moore,Buy,38,UTEP Basketball 25,3,General Admission
Sean,Smith,Buy,43,UTEP Basketball 30,3,VIP
Lori,Livingston,Buy,66,Warped Tour Day 2,4,General Admission
Andrew,Campos,Buy,19,UTEP Basketball 6,2,Bronze
Amber,Long,Buy,51,UTEP Wind Symphony 7,2,Gold
Kevin,Swanson,Buy,34,UTEP Basketball 21,3,Silver
Jon,Lopez,Buy,28,UTEP Basketball 15,2,Gold
Jamie,Conner,Buy,42,UTEP Basketball 29,3,Silver
Sandra,Rogers,Buy,34,UTEP Basketball 21,3,General Admission
Mary,Church,Buy,59,Eminem Live,2,General Admission
Kristine,Smith,Buy,66,Warped Tour Day 2,5,Bronze
Jamie,Hernandez,Buy,38,UTEP Basketball 25,2,VIP
Michael,Martinez,Buy,39,UTEP Basketball 26,2,General Admission
Edward,Molina,Buy,67,Warped Tour Day 3,4,Bronze
Kylie,King,Buy,65,Warped Tour Day 1,2,VIP
Jennifer,Davidson,Buy,34,UTEP Basketball 21,6,General Admission
Beast,Disney,Buy,61,Justin Bieber Live,2,Gold
Dakota,Bender,Buy,64,Justin Timberlake Live,2,Bronze
David,Clark,Buy,12,UTEP Football 12,5,General Admission
Angel,Joseph,Buy,9,UTEP Football 9,2,Gold
Ali,Nouri,Buy,57,Taylor Swift Live,6,Silver
Brandi,Daniel,Buy,7,UTEP Football 7,4,VIP
Susan,Humphrey,Buy,16,UTEP Basketball 3,5,General Admission
Keith,Ellis,Buy,60,Ariana Grande Live,2,Silver
Alexandra,Cook,Buy,58,Bad Bunny Live,2,Silver
Robert,Park,Buy,14,UTEP Basketball 1,5,Silver
Kelly,Herring,Buy,62,The Weeknd Live,4,VIP
Anita,Fletcher,Buy,35,UTEP Basketball 22,5,Silver
Kirsten,Robinson,Buy,14,UTEP Basketball 1,6,VIP
Cody,Robles,Buy,48,UTEP Wind Symphony 4,4,General Admission
James,Anderson,Buy,35,UTEP Basketball 22,5,General Admission
Andrea,Riley,Buy,41,UTEP Basketball 28,4,Silver
Andrew,Campos,Buy,56,UTEP Wind Symphony 12,4,General Admission
Teresa,Taylor,Buy,9,UTEP Football 9,3,Silver
Brittney,Daniel,Buy,36,UTEP Basketball 23,3,General Admission
Michelle,DiazDeLeonJimenez,Buy,1,UTEP Football 1,3,Gold
Anthony,Carson,Buy,43,UTEP Basketball 30,6,Silver
Jason,Lee,Buy,69,UTEP Commencement 2,2,Gold
Francisco,Moore,Buy,11,UTEP Football 11,6,VIP
Ashley,Jones,Buy,15,UTEP Basketball 2,3,Silver
Tonya,Elliott,Buy,14,UTEP Basketball 1,5,VIP
Dennis,Reynolds,Buy,26,UTEP Basketball 13,2,Gold
Alyssa,Kelly,Buy,37,UTEP Basketball 24,6,Silver
Gary,Miller,Buy,30,UTEP Basketball 17,6,General Admission
Hannah,Maldonado,Buy,49,UTEP Wind Symphony 5,6,Silver
Tami,Alexander,Buy,42,UTEP Basketball 29,3,VIP
Rebecca,Nguyen,Buy,60,Ariana Grande Live,4,General Admission
Erin,Mejia,Buy,61,Justin Bieber Live,4,General Admission
Anita,Stein,Buy,18,UTEP Basketball 5,6,Gold
Didi,Guillen,Buy,19,UTEP Basketball 6,4,VIP
Gregory,Maxwell,Buy,11,UTEP Football 11,2,VIP
Sean,Hernandez,Buy,9,UTEP Football 9,4,Bronze
Theresa,Obrien,Buy,71,UTEP Commencement 3,6,VIP
Mary,Church,Buy,26,UTEP Basketball 13,3,VIP
Christopher,Ortega,Buy,14,UTEP Basketball 1,5,Silver
Grace,Kelley,Buy,5,UTEP Football 5,4,Bronze
Stephanie,Perry,Buy,19,UTEP Basketball 6,4,VIP
Jordan,Wilson,Buy,7,UTEP Football 7,3,General Admission
James,Watson,Buy,32,UTEP Basketball 19,3,Gold
Anthony,Byrd,Buy,16,UTEP Basketball 3,4,General Admission
Theresa,Hardy,Buy,36,UTEP Basketball 23,6,Gold
Kevin,Larson,Buy,41,UTEP Basketball 28,6,Silver
Grace,Kelley,Buy,71,UTEP Commencement 3,5,VIP
Chris,Holden,Buy,22,UTEP Basketball 9,2,Bronze
Matthew,Khan,Buy,36,UTEP Basketball 23,4,VIP
Robert,Kennedy,Buy,32,UTEP Basketball 19,2,General Admission
Tammy,Waters,Buy,31,UTEP Basketball 18,5,Bronze
Brandi,Gordon,Buy,16,UTEP Basketball 3,4,VIP
Jessica,Martin,Buy,44,UTEP Basketball 31,5,Gold
Virginia,Phelps,Buy,42,UTEP Basketball 29,6,Silver
Jeremy,Rocha,Buy,33,UTEP Basketball 20,5,Bronze
Kelly,Harris,Buy,66,Warped Tour Day 2,6,Silver
Matthew,Mason,Buy,9,UTEP Football 9,3,VIP
James,King,Buy,21,UTEP Basketball 8,2,Gold
Dana,Miller,Buy,42,UTEP Basketball 29,4,Silver
Erin,Mejia,Buy,10,UTEP Football 10,5,Gold
Bradley,Beltran,Buy,8,UTEP Football 8,6,VIP
Carlos,Lynch,Buy,58,Bad Bunny Live,5,VIP
Alyssa,Poole,Buy,35,UTEP Basketball 22,4,Silver
Monica,Craig,Buy,36,UTEP Basketball 23,4,General Admission
Ricky,Thompson,Buy,6,UTEP Football 6,3,VIP
Justin,Martinez,Buy,59,Eminem Live,3,General Admission
Richard,Torres,Buy,47,UTEP Wind Symphony 3,5,VIP
Holly,Schneider,Buy,61,Justin Bieber Live,6,VIP
Thomas,King,Buy,26,UTEP Basketball 13,2,Bronze
Cody,Robles,Buy,35,UTEP Basketball 22,3,Bronze
Lisa,Robinson,Buy,19,UTEP Basketball 6,6,General Admission
Sara,Fox,Buy,40,UTEP Basketball 27,2,VIP
Anthony,Sanchez,Buy,56,UTEP Wind Symphony 12,6,Bronze
Christina,Villanueva,Buy,38,UTEP Basketball 25,3,VIP
Benjamin,Johnson,Buy,2,UTEP Football 2,4,Silver
Shane,Arnold,Buy,10,UTEP Football 10,4,Silver
Roberto,Johnson,Buy,34,UTEP Basketball 21,2,Bronze
Anthony,Barber,Buy,11,UTEP Football 11,3,General Admission
Jared,DeLosReyes,Buy,65,Warped Tour Day 1,6,Bronze
Victor,Ross,Buy,22,UTEP Basketball 9,4,Gold
Thomas,Hall,Buy,46,UTEP Wind Symphony 2,3,Bronze
Kaylee,Patterson,Buy,39,UTEP Basketball 26,2,Silver
Michelle,Rivera,Buy,37,UTEP Basketball 24,4,General Admission
Kylie,Summers,Buy,37,UTEP Basketball 24,6,Bronze
Tammy,Martinez,Buy,32,UTEP Basketball 19,3,VIP
Enrique,Aguilar,Buy,54,UTEP Wind Symphony 10,3,General Admission
Jesse,Montgomery,Buy,66,Warped Tour Day 2,5,Bronze
Zachary,Ellison,Buy,71,UTEP Commencement 3,5,VIP
Martin,Edwards,Buy,41,UTEP Basketball 28,5,Bronze
David,Mills,Buy,71,UTEP Commencement 3,5,Silver
Aladdin,Disney,Buy,24,UTEP Basketball 11,4,Bronze
Jill,Henderson,Buy,18,UTEP Basketball 5,4,Bronze
Wesley,Williamson,Buy,68,UTEP Commencement 1,3,Gold
Elizabeth,Cruz,Buy,2,UTEP Football 2,2,Gold
David,Harvey,Buy,36,UTEP Basketball 23,6,Silver
Jessica,Lloyd,Buy,36,UTEP Basketball 23,3,Bronze
Christopher,Melendez,Buy,10,UTEP Football 10,3,General Admission
Daniel,Summers,Buy,25,UTEP Basketball 12,5,General Admission
Michael,Sanchez,Buy,45,UTEP Wind Symphony 1,3,VIP
Kaa,Disney,Buy,28,UTEP Basketball 15,3,Silver
Megan,Thompson,Buy,49,UTEP Wind Symphony 5,4,VIP
Henry,Salazar,Buy,69,UTEP Commencement 2,6,Gold
Jeffrey,Sloan,Buy,8,UTEP Football 8,4,VIP
Steven,Miller,Buy,38,UTEP Basketball 25,6,VIP
Kimberly,Richardson,Buy,47,UTEP Wind Symphony 3,3,General Admission
Jeffrey,Luna,Buy,22,UTEP Basketball 9,4,Gold
Michelle,Sexton,Buy,30,UTEP Basketball 17,5,Gold
Lori,Johnson,Buy,45,UTEP Wind Symphony 1,4,General Admission
Richard,Edwards,Buy,19,UTEP Basketball 6,5,VIP
Elizabeth,Dominguez,Buy,40,UTEP Basketball 27,3,General Admission
Kendra,Sawyer,Buy,24,UTEP Basketball 11,3,Silver
Victoria,Martin,Buy,19,UTEP Basketball 6,5,Silver
Michelle,DiazDeLeonJimenez,Buy,44,UTEP Basketball 31,5,Bronze
Timothy,Bernard,Buy,68,UTEP Commencement 1,6,Bronze
Patrick,Bennett,Buy,64,Justin Timberlake Live,5,General Admission
Marissa,Henry,Buy,21,UTEP Basketball 8,4,Gold
Stephanie,Mcdonald,Buy,11,UTEP Football 11,2,Gold
Steven,Cabrera,Buy,51,UTEP Wind Symphony 7,4,Gold
Gerald,Baker,Buy,50,UTEP Wind Symphony 6,6,Silver
Matthew,Mason,Buy,69,UTEP Commencement 2,5,Silver
Brittney,Daniel,Buy,29,UTEP Basketball 16,4,Bronze
Penny,Mcdaniel,Buy,19,UTEP Basketball 6,3,Silver
Mufassa,Disney,Buy,38,UTEP Basketball 25,2,General Admission
Angel,Coronel,Buy,67,Warped Tour Day 3,2,Gold
Richard,Edwards,Buy,17,UTEP Basketball 4,2,Bronze
Wendy,Phillips,Buy,66,Warped Tour Day 2,4,Silver
Christopher,Fields,Buy,40,UTEP Basketball 27,3,Silver
James,Morgan,Buy,64,Justin Timberlake Live,3,VIP
David,Vasquez,Buy,67,Warped Tour Day 3,5,General Admission
Melissa,Mccormick,Buy,51,UTEP Wind Symphony 7,2,Silver
Susan,Garcia,Buy,68,UTEP Commencement 1,5,Silver
David,Johnson,Buy,64,Justin Timberlake Live,6,General Admission
Rachel,Hart,Buy,11,UTEP Football 11,2,Bronze
Rick,Parrish,Buy,11,UTEP Football 11,5,Silver
Monica,Davenport,Buy,56,UTEP Wind Symphony 12,5,VIP
Kimberly,Harris,Buy,64,Justin Timberlake Live,6,General Admission
Monica,Craig,Buy,40,UTEP Basketball 27,5,Silver
Doris,Moore,Buy,34,UTEP Basketball 21,2,Silver
Joseph,Davis,Buy,28,UTEP Basketball 15,3,VIP
Tammy,Waters,Buy,42,UTEP Basketball 29,3,Bronze
Henry,Salazar,Buy,26,UTEP Basketball 13,2,General Admission
Angel,Joseph,Buy,59,Eminem Live,5,General Admission
Taylor,Johnson,Buy,64,Justin Timberlake Live,3,Gold
Sean,Medina,Buy,26,UTEP Basketball 13,5,VIP
Stacey,Paul,Buy,7,UTEP Football 7,5,General Admission
Jessica,Fernandez,Buy,42,UTEP Basketball 29,3,Gold
Rebecca,Fisher,Buy,49,UTEP Wind Symphony 5,5,Silver
Anthony,Dalton,Buy,39,UTEP Basketball 26,5,Bronze
Alicia,Moran,Buy,23,UTEP Basketball 10,3,VIP
Jessica,Ramirez,Buy,25,UTEP Basketball 12,5,VIP
Austin,Griffin,Buy,42,UTEP Basketball 29,4,Silver
Stephanie,Williams,Buy,60,Ariana Grande Live,5,Gold
Micheal,Sanders,Buy,50,UTEP Wind Symphony 6,6,VIP
Patrick,Bennett,Buy,68,UTEP Commencement 1,3,VIP
Brian,Jensen,Buy,64,Justin Timberlake Live,3,Bronze
Shane,Arnold,Buy,40,UTEP Basketball 27,3,VIP
Jared,Scott,Buy,14,UTEP Basketball 1,6,Bronze
Richard,Edwards,Buy,7,UTEP Football 7,2,Bronze
Shannon,Holden,Buy,48,UTEP Wind Symphony 4,3,VIP
Donna,Travis,Buy,13,UTEP Football 13,3,Silver
Derek,Irwin,Buy,62,The Weeknd Live,2,Gold
Tyrone,Johnston,Buy,33,UTEP Basketball 20,3,General Admission
Barbara,Jones,Buy,64,Justin Timberlake Live,3,Gold
Mark,Gonzalez,Buy,10,UTEP Football 10,3,Gold
Robert,Davis,Buy,28,UTEP Basketball 15,2,Gold
Craig,Oconnell,Buy,68,UTEP Commencement 1,5,General Admission
Nicholas,Copeland,Buy,53,UTEP Wind Symphony 9,6,General Admission
Katherine,Evans,Buy,35,UTEP Basketball 22,2,General Admission
Jesus,TorresDominguez,Buy,6,UTEP Football 6,3,Silver
Heather,Cunningham,Buy,30,UTEP Basketball 17,5,Gold
Loretta,Phillips,Buy,52,UTEP Wind Symphony 8,4,VIP
Gary,Mckenzie,Buy,66,Warped Tour Day 2,2,VIP
Jasmine,Disney,Buy,5,UTEP Football 5,5,Bronze
Ryan,Sullivan,Buy,23,UTEP Basketball 10,5,General Admission
Katherine,Mcdonald,Buy,17,UTEP Basketball 4,6,Gold
Anna,Davis,Buy,21,UTEP Basketball 8,5,Silver
Misty,Horton,Buy,44,UTEP Basketball 31,5,Bronze
Ryan,Brown,Buy,32,UTEP Basketball 19,6,General Admission
Richard,Sullivan,Buy,25,UTEP Basketball 12,2,Gold
Sarah,Taylor,Buy,54,UTEP Wind Symphony 10,5,General Admission
Aurora,Disney,Buy,18,UTEP Basketball 5,4,VIP
Paul,Fisher,Buy,65,Warped Tour Day 1,3,Gold
Shere,Khan,Buy,36,UTEP Basketball 23,5,Silver
Lindsay,Webster,Buy,67,Warped Tour Day 3,2,Bronze
Danielle,Gardner,Buy,60,Ariana Grande Live,5,General Admission
Jeff,Ray,Buy,32,UTEP Basketball 19,2,General Admission
Chelsea,Gallagher,Buy,53,UTEP Wind Symphony 9,5,Gold
Joel,Arellano,Buy,13,UTEP Football 13,3,Bronze
Christopher,Robinson,Buy,7,UTEP Football 7,4,Gold
Andrew,Norris,Buy,22,UTEP Basketball 9,6,VIP
Andrew,Norris,Buy,56,UTEP Wind Symphony 12,4,Bronze
Stephanie,Mcdonald,Buy,49,UTEP Wind Symphony 5,4,VIP
Christopher,Johnson,Buy,44,UTEP Basketball 31,4,General Admission
Curtis,Phillips,Buy,3,UTEP Football 3,6,Silver
Luis,Johnson,Buy,18,UTEP Basketball 5,3,Silver
Jared,Perry,Buy,61,Justin Bieber Live,2,VIP
Christopher,Ortega,Buy,50,UTEP Wind Symphony 6,3,VIP
Jacob,Contreras,Buy,36,UTEP Basketball 23,3,Bronze
Julia,Young,Buy,51,UTEP Wind Symphony 7,4,VIP
Michele,Stevens,Buy,35,UTEP Basketball 22,4,Silver
Mark,Gonzalez,Buy,5,UTEP Football 5,6,Silver
Megan,Noble,Buy,2,UTEP Football 2,5,Bronze
Denise,Johnson,Buy,24,UTEP Basketball 11,3,VIP
Alexandra,Robinson,Buy,19,UTEP Basketball 6,5,General Admission
Jermaine,Dean,Buy,8,UTEP Football 8,3,Bronze
Woody,Disney,Buy,54,UTEP Wind Symphony 10,5,VIP
Sarah,Griffin,Buy,57,Taylor Swift Live,4,Bronze
Melissa,Evans,Buy,63,Lady Gaga Live,4,General Admission
Kenneth,Boyd,Buy,59,Eminem Live,2,General Admission
Melissa,Holt,Buy,11,UTEP Football 11,6,VIP
Lisa,Brown,Buy,23,UTEP Basketball 10,4,Bronze
Caroline,Torres,Buy,64,Justin Timberlake Live,4,General Admission
Cassandra,Cook,Buy,15,UTEP Basketball 2,4,Gold
David,Vasquez,Buy,2,UTEP Football 2,6,Gold
Dennis,Reynolds,Buy,6,UTEP Football 6,2,Silver
Lee,Burke,Buy,66,Warped Tour Day 2,5,General Admission
Darin,Baker,Buy,31,UTEP Basketball 18,5,General Admission
Angel,Barber,Buy,19,UTEP Basketball 6,5,Silver
Michael,Castillo,Buy,46,UTEP Wind Symphony 2,6,Gold
Tammy,Martinez,Buy,52,UTEP Wind Symphony 8,2,Gold
Felix,Millan,Buy,51,UTEP Wind Symphony 7,2,Silver
Stephen,Ellis,Buy,8,UTEP Football 8,5,VIP
Cody,Robles,Buy,11,UTEP Football 11,5,Silver
Jerry,Lee,Buy,46,UTEP Wind Symphony 2,3,General Admission
Christina,Villanueva,Buy,34,UTEP Basketball 21,3,VIP
Michelle,Maynard,Buy,65,Warped Tour Day 1,5,Gold
Daniel,Romero,Buy,46,UTEP Wind Symphony 2,5,Gold
David,Johnson,Buy,60,Ariana Grande Live,6,Gold
Destiny,Ferguson,Buy,30,UTEP Basketball 17,4,VIP
Jose,Toriano,Buy,34,UTEP Basketball 21,6,VIP
John,Blair,Buy,4,UTEP Football 4,4,Silver
Ronald,Parker,Buy,46,UTEP Wind Symphony 2,4,Bronze
Kelly,Jordan,Buy,20,UTEP Basketball 7,5,Silver
Simba,Disney,Buy,25,UTEP Basketball 12,3,Silver
Michael,Robinson,Buy,23,UTEP Basketball 10,6,Silver
Penny,Mcdaniel,Buy,64,Justin Timberlake Live,6,Bronze
Holly,Schneider,Buy,32,UTEP Basketball 19,6,Bronze
Erica,Burch,Buy,30,UTEP Basketball 17,4,Silver
Anita,Stein,Buy,43,UTEP Basketball 30,3,General Admission
Lisa,Peters,Buy,18,UTEP Basketball 5,2,Bronze
Katherine,Evans,Buy,19,UTEP Basketball 6,5,Bronze
Susan,Allen,Buy,33,UTEP Basketball 20,4,General Admission
Cynthia,Giles,Buy,23,UTEP Basketball 10,4,Silver
Kevin,Gould,Buy,14,UTEP Basketball 1,6,Silver
Stephanie,Perry,Buy,60,Ariana Grande Live,5,General Admission
Irvin,Arredondo,Buy,45,UTEP Wind Symphony 1,4,Silver
Cassandra,Cook,Buy,20,UTEP Basketball 7,4,VIP
Joel,Welch,Buy,41,UTEP Basketball 28,6,Bronze
Carlos,Cepeda,Buy,53,UTEP Wind Symphony 9,5,VIP
Jessica,Smith,Buy,62,The Weeknd Live,5,Bronze
Jennifer,Copeland,Buy,54,UTEP Wind Symphony 10,2,Bronze
Maria,Young,Buy,35,UTEP Basketball 22,3,Gold
Robert,Park,Buy,33,UTEP Basketball 20,2,Silver
Andy,Segura,Buy,52,UTEP Wind Symphony 8,5,Bronze
Christopher,Sanford,Buy,16,UTEP Basketball 3,6,Gold
Victoria,Moses,Buy,51,UTEP Wind Symphony 7,2,Gold
Christopher,Melendez,Buy,41,UTEP Basketball 28,3,Gold
Joanna,Knight,Buy,24,UTEP Basketball 11,2,General Admission
Hayden,Mcdaniel,Buy,24,UTEP Basketball 11,2,General Admission
Jennifer,Williams,Buy,69,UTEP Commencement 2,3,Gold
Christina,Carter,Buy,51,UTEP Wind Symphony 7,3,Silver
Kylie,Summers,Buy,33,UTEP Basketball 20,2,Bronze
Holly,Davidson,Buy,53,UTEP Wind Symphony 9,2,Bronze
Kayla,Smith,Buy,2,UTEP Football 2,6,Silver
Colleen,Sanchez,Buy,2,UTEP Football 2,2,VIP
